design_id,raw_score
design_912.1,0.39472038322126973
design_813.1,0.27375874907936343
design_824.1,0.26570293728207267
design_546.1,0.2623603897100524
design_60.1,0.2520252702120752
design_755.1,0.2386722658081215
design_401.1,0.23866409565941704
design_812.1,0.22754550234211143
design_421.1,0.22689997649150992
design_939.1,0.2257147021842939
design_243.1,0.22121210859467572
design_777.1,0.21857602816289373
design_77.1,0.21472446136314863
design_223.1,0.21390674275815608
design_100.1,0.21182069607592438
design_937.1,0.2095529792658423
design_624.1,0.20745819109123326
design_648.1,0.20703809022905872
design_94.1,0.20684795545726475
design_189.1,0.20655124389744353
design_717.1,0.20655070782114096
design_646.1,0.20457835230305346
design_666.1,0.20449756650690476
design_39.1,0.20420783378626806
design_292.1,0.2031422918741393
design_619.1,0.2021655273957315
design_78.1,0.20216111487303967
design_577.1,0.20026953328787903
design_852.1,0.20005874945805818
design_596.1,0.19794405870604842
design_793.1,0.19750115072871724
design_175.1,0.1974343286605242
design_602.1,0.19632194308658787
design_686.1,0.19589678370820457
design_631.1,0.19556120903053853
design_41.1,0.19477358880245893
design_862.1,0.19468125317016857
design_675.1,0.19428942698625384
design_844.1,0.19376950912345847
design_277.1,0.19333706225851563
design_903.1,0.19324162906546435
design_708.1,0.19281281603927575
design_576.1,0.19260537983303883
design_31.1,0.19171773920718327
design_62.1,0.19162022110789362
design_693.1,0.19123179372965105
design_56.1,0.19103027513779414
design_116.1,0.19090045587581714
design_332.1,0.19077071250089642
design_273.1,0.1898044469324983
design_467.1,0.18968183753674936
design_764.1,0.18963878591361585
design_986.1,0.18959231690564485
design_946.1,0.18948812229479847
design_760.1,0.18921321388892623
design_701.1,0.1889956680874145
design_323.1,0.18892417885853102
design_240.1,0.18868150792853794
design_201.1,0.18857073868665236
design_911.1,0.1884810962730009
design_662.1,0.18823333860293556
design_114.1,0.18803181960176873
design_27.1,0.18787224687181822
design_330.1,0.18781162556732062
design_192.1,0.1878089331314202
design_980.1,0.18771329135436193
design_408.1,0.18753182332019766
design_15.1,0.18741937378588672
design_938.1,0.18732672080249332
design_367.1,0.18728055853907885
design_469.1,0.187007569248702
design_16.1,0.18698380691354566
design_574.1,0.18685479912859765
design_24.1,0.1868337115714946
design_884.1,0.1866900573040675
design_802.1,0.18665999289692906
design_88.1,0.1860761882691113
design_43.1,0.18590222793451214
design_859.1,0.18563395480932277
design_234.1,0.18552373949503972
design_1.1,0.18550682753950246
design_282.1,0.18528932824527372
design_317.1,0.18502736672432865
design_683.1,0.18497869617687016
design_443.1,0.18482530781409828
design_998.1,0.18403445235504204
design_885.1,0.1839750079398591
design_953.1,0.18394730714834653
design_752.1,0.18350593469332346
design_654.1,0.18350231268467385
design_155.1,0.18350193469048764
design_227.1,0.18340694306349997
design_684.1,0.18339141509865312
design_128.1,0.1833718823050088
design_656.1,0.18335145630778832
design_448.1,0.18317478814688704
design_955.1,0.18302638018050946
design_926.1,0.18291022311885397
design_789.1,0.182815077472917
design_422.1,0.1827339928041409
design_544.1,0.1827166729997877
design_960.1,0.18271381085175534
design_694.1,0.18255817535135213
design_963.1,0.18230372770709352
design_61.1,0.18199732484774195
design_573.1,0.18189621760512759
design_442.1,0.1816647502684256
design_737.1,0.18163522896300066
design_753.1,0.18149425349242665
design_480.1,0.1814708379214639
design_930.1,0.18143264489391886
design_261.1,0.1812537558763358
design_397.1,0.181211797666304
design_826.1,0.1809569775170226
design_891.1,0.1804907078367911
design_449.1,0.1804614714910401
design_905.1,0.18044751419266922
design_613.1,0.18030610622159324
design_709.1,0.1801955665434351
design_468.1,0.18005607596363843
design_500.1,0.18002106423865455
design_396.1,0.17997829714092395
design_565.1,0.1796391561895259
design_335.1,0.17954791237913395
design_541.1,0.17949839860272396
design_112.1,0.17926873310516417
design_692.1,0.17923417162813612
design_599.1,0.17907313226499258
design_954.1,0.17882747650556932
design_731.1,0.17876751968282692
design_142.1,0.17869102491165278
design_452.1,0.17863194651323994
design_354.1,0.17849783882667283
design_832.1,0.1784767319063964
design_118.1,0.17847454585421108
design_132.1,0.17839249588362066
design_540.1,0.1783207578257259
design_883.1,0.17822459917324668
design_235.1,0.17812209753973082
design_149.1,0.1781085782224855
design_374.1,0.17794600791858398
design_676.1,0.17792405906495215
design_17.1,0.1779009094991396
design_945.1,0.17772441187304963
design_428.1,0.17772326985014902
design_463.1,0.17764876131502252
design_967.1,0.17760553336468785
design_970.1,0.1775831519054214
design_423.1,0.17752532230568752
design_894.1,0.17748852465137474
design_194.1,0.17745429069211607
design_493.1,0.17743706972288953
design_914.1,0.1773943898425714
design_765.1,0.17728462340377227
design_446.1,0.1772616303638285
design_123.1,0.17711439458312142
design_591.1,0.17711020596291935
design_359.1,0.177100014271276
design_458.1,0.17709323035458008
design_681.1,0.17709298859456166
design_993.1,0.1770476525744619
design_212.1,0.17703955710084154
design_874.1,0.1768336195382776
design_20.1,0.17675298640743728
design_628.1,0.17673950205772668
design_82.1,0.17666956615651042
design_807.1,0.176592292209662
design_119.1,0.17658020550880646
design_663.1,0.17654207681888995
design_835.1,0.1764991119481872
design_418.1,0.17647363237116195
design_620.1,0.17642879807091785
design_216.1,0.1763770636633823
design_73.1,0.1763501601751512
design_767.1,0.1763056446992025
design_133.1,0.1762943048251346
design_582.1,0.17616476573992532
design_135.1,0.1761510988010351
design_962.1,0.1761117399210552
design_231.1,0.17602070847674847
design_3.1,0.17601256103049603
design_940.1,0.17599963771126634
design_510.1,0.17596227907629539
design_44.1,0.17588996295008974
design_299.1,0.1758387866550797
design_191.1,0.17583601855889927
design_854.1,0.17582271770623165
design_424.1,0.1757975224863511
design_842.1,0.1757389253437687
design_400.1,0.17570850892268466
design_534.1,0.175564727470544
design_353.1,0.17552924489984328
design_849.1,0.17548551611189772
design_363.1,0.17548543702305025
design_978.1,0.17530985015769043
design_952.1,0.17529280542915
design_229.1,0.17516548962238598
design_156.1,0.1751386173650335
design_361.1,0.17501184903108635
design_81.1,0.1747637151208786
design_754.1,0.17474362296118587
design_339.1,0.1746928932734901
design_682.1,0.1746798985274991
design_743.1,0.1746649791132784
design_390.1,0.17465639047720563
design_167.1,0.17461594464019983
design_995.1,0.17455905330347332
design_206.1,0.17452651659006885
design_530.1,0.17448617517172377
design_85.1,0.1744695244004424
design_259.1,0.17432218989773665
design_409.1,0.17427749947632826
design_434.1,0.17418473217936523
design_782.1,0.17413453608520674
design_283.1,0.17412847525976766
design_641.1,0.17404820623796807
design_870.1,0.17400957780043616
design_225.1,0.17399205672540047
design_371.1,0.17397401249387054
design_483.1,0.17387822582968926
design_406.1,0.173722190892616
design_258.1,0.17372144754774282
design_738.1,0.1737115194143113
